PeriodEnd,PeriodStart,Ghi,GtiFixedTilt,GtiTracking
2022-12-09T02:00:00Z,2022-12-09T01:00:00Z,0,0,0
2022-12-09T03:00:00Z,2022-12-09T02:00:00Z,0,0,0
2022-12-09T04:00:00Z,2022-12-09T03:00:00Z,0,0,0
2022-12-09T05:00:00Z,2022-12-09T04:00:00Z,0,0,0
2022-12-09T06:00:00Z,2022-12-09T05:00:00Z,0,0,0
2022-12-09T07:00:00Z,2022-12-09T06:00:00Z,27,25,27
2022-12-09T08:00:00Z,2022-12-09T07:00:00Z,129,165,132
2022-12-09T09:00:00Z,2022-12-09T08:00:00Z,208,237,228
2022-12-09T10:00:00Z,2022-12-09T09:00:00Z,249,318,255
2022-12-09T11:00:00Z,2022-12-09T10:00:00Z,292,359,294
2022-12-09T12:00:00Z,2022-12-09T11:00:00Z,234,247,235
2022-12-09T13:00:00Z,2022-12-09T12:00:00Z,220,304,270
2022-12-09T14:00:00Z,2022-12-09T13:00:00Z,87,80,87
2022-12-09T15:00:00Z,2022-12-09T14:00:00Z,29,27,29
2022-12-09T16:00:00Z,2022-12-09T15:00:00Z,0,0,0
2022-12-09T17:00:00Z,2022-12-09T16:00:00Z,0,0,0
2022-12-09T18:00:00Z,2022-12-09T17:00:00Z,0,0,0
2022-12-09T19:00:00Z,2022-12-09T18:00:00Z,0,0,0
2022-12-09T20:00:00Z,2022-12-09T19:00:00Z,0,0,0
2022-12-09T21:00:00Z,2022-12-09T20:00:00Z,0,0,0
2022-12-09T22:00:00Z,2022-12-09T21:00:00Z,0,0,0
2022-12-09T23:00:00Z,2022-12-09T22:00:00Z,0,0,0
2022-12-10T00:00:00Z,2022-12-09T23:00:00Z,0,0,0
2022-12-10T01:00:00Z,2022-12-10T00:00:00Z,0,0,0
2022-12-10T02:00:00Z,2022-12-10T01:00:00Z,0,0,0
2022-12-10T03:00:00Z,2022-12-10T02:00:00Z,0,0,0
2022-12-10T04:00:00Z,2022-12-10T03:00:00Z,0,0,0
2022-12-10T05:00:00Z,2022-12-10T04:00:00Z,0,0,0
2022-12-10T06:00:00Z,2022-12-10T05:00:00Z,0,0,0
2022-12-10T07:00:00Z,2022-12-10T06:00:00Z,16,14,16
2022-12-10T08:00:00Z,2022-12-10T07:00:00Z,78,72,78
2022-12-10T09:00:00Z,2022-12-10T08:00:00Z,114,105,114
2022-12-10T10:00:00Z,2022-12-10T09:00:00Z,98,90,98
2022-12-10T11:00:00Z,2022-12-10T10:00:00Z,101,93,101
2022-12-10T12:00:00Z,2022-12-10T11:00:00Z,113,104,113
2022-12-10T13:00:00Z,2022-12-10T12:00:00Z,77,71,77
2022-12-10T14:00:00Z,2022-12-10T13:00:00Z,45,41,45
2022-12-10T15:00:00Z,2022-12-10T14:00:00Z,21,19,21
2022-12-10T16:00:00Z,2022-12-10T15:00:00Z,0,0,0
2022-12-10T17:00:00Z,2022-12-10T16:00:00Z,0,0,0
2022-12-10T18:00:00Z,2022-12-10T17:00:00Z,0,0,0
2022-12-10T19:00:00Z,2022-12-10T18:00:00Z,0,0,0
2022-12-10T20:00:00Z,2022-12-10T19:00:00Z,0,0,0
2022-12-10T21:00:00Z,2022-12-10T20:00:00Z,0,0,0
2022-12-10T22:00:00Z,2022-12-10T21:00:00Z,0,0,0
2022-12-10T23:00:00Z,2022-12-10T22:00:00Z,0,0,0
2022-12-11T00:00:00Z,2022-12-10T23:00:00Z,0,0,0
2022-12-11T01:00:00Z,2022-12-11T00:00:00Z,0,0,0
2022-12-11T02:00:00Z,2022-12-11T01:00:00Z,0,0,0
2022-12-11T03:00:00Z,2022-12-11T02:00:00Z,0,0,0
2022-12-11T04:00:00Z,2022-12-11T03:00:00Z,0,0,0
2022-12-11T05:00:00Z,2022-12-11T04:00:00Z,0,0,0
2022-12-11T06:00:00Z,2022-12-11T05:00:00Z,0,0,0
2022-12-11T07:00:00Z,2022-12-11T06:00:00Z,13,12,13
2022-12-11T08:00:00Z,2022-12-11T07:00:00Z,52,48,52
2022-12-11T09:00:00Z,2022-12-11T08:00:00Z,59,55,59
2022-12-11T10:00:00Z,2022-12-11T09:00:00Z,49,45,49
2022-12-11T11:00:00Z,2022-12-11T10:00:00Z,99,91,99
2022-12-11T12:00:00Z,2022-12-11T11:00:00Z,163,150,163
2022-12-11T13:00:00Z,2022-12-11T12:00:00Z,85,78,85
2022-12-11T14:00:00Z,2022-12-11T13:00:00Z,90,83,90
2022-12-11T15:00:00Z,2022-12-11T14:00:00Z,55,109,36
2022-12-11T16:00:00Z,2022-12-11T15:00:00Z,0,0,0
2022-12-11T17:00:00Z,2022-12-11T16:00:00Z,0,0,0
2022-12-11T18:00:00Z,2022-12-11T17:00:00Z,0,0,0
2022-12-11T19:00:00Z,2022-12-11T18:00:00Z,0,0,0
2022-12-11T20:00:00Z,2022-12-11T19:00:00Z,0,0,0
2022-12-11T21:00:00Z,2022-12-11T20:00:00Z,0,0,0
2022-12-11T22:00:00Z,2022-12-11T21:00:00Z,0,0,0
2022-12-11T23:00:00Z,2022-12-11T22:00:00Z,0,0,0
2022-12-12T00:00:00Z,2022-12-11T23:00:00Z,0,0,0
2022-12-12T01:00:00Z,2022-12-12T00:00:00Z,0,0,0
2022-12-12T02:00:00Z,2022-12-12T01:00:00Z,0,0,0
2022-12-12T03:00:00Z,2022-12-12T02:00:00Z,0,0,0
2022-12-12T04:00:00Z,2022-12-12T03:00:00Z,0,0,0
2022-12-12T05:00:00Z,2022-12-12T04:00:00Z,0,0,0
2022-12-12T06:00:00Z,2022-12-12T05:00:00Z,0,0,0
2022-12-12T07:00:00Z,2022-12-12T06:00:00Z,37,70,24
2022-12-12T08:00:00Z,2022-12-12T07:00:00Z,147,243,139
2022-12-12T09:00:00Z,2022-12-12T08:00:00Z,228,350,280
2022-12-12T10:00:00Z,2022-12-12T09:00:00Z,170,163,172
2022-12-12T11:00:00Z,2022-12-12T10:00:00Z,70,64,70
2022-12-12T12:00:00Z,2022-12-12T11:00:00Z,51,47,51
2022-12-12T13:00:00Z,2022-12-12T12:00:00Z,52,48,52
2022-12-12T14:00:00Z,2022-12-12T13:00:00Z,53,49,53
2022-12-12T15:00:00Z,2022-12-12T14:00:00Z,21,19,21
2022-12-12T16:00:00Z,2022-12-12T15:00:00Z,0,0,0
2022-12-12T17:00:00Z,2022-12-12T16:00:00Z,0,0,0
2022-12-12T18:00:00Z,2022-12-12T17:00:00Z,0,0,0
2022-12-12T19:00:00Z,2022-12-12T18:00:00Z,0,0,0
2022-12-12T20:00:00Z,2022-12-12T19:00:00Z,0,0,0
2022-12-12T21:00:00Z,2022-12-12T20:00:00Z,0,0,0
2022-12-12T22:00:00Z,2022-12-12T21:00:00Z,0,0,0
2022-12-12T23:00:00Z,2022-12-12T22:00:00Z,0,0,0
2022-12-13T00:00:00Z,2022-12-12T23:00:00Z,0,0,0
2022-12-13T01:00:00Z,2022-12-13T00:00:00Z,0,0,0
2022-12-13T02:00:00Z,2022-12-13T01:00:00Z,0,0,0
2022-12-13T03:00:00Z,2022-12-13T02:00:00Z,0,0,0
2022-12-13T04:00:00Z,2022-12-13T03:00:00Z,0,0,0
2022-12-13T05:00:00Z,2022-12-13T04:00:00Z,0,0,0
2022-12-13T06:00:00Z,2022-12-13T05:00:00Z,0,0,0
2022-12-13T07:00:00Z,2022-12-13T06:00:00Z,23,26,22
2022-12-13T08:00:00Z,2022-12-13T07:00:00Z,127,209,139
2022-12-13T09:00:00Z,2022-12-13T08:00:00Z,312,664,462
2022-12-13T10:00:00Z,2022-12-13T09:00:00Z,283,445,328
2022-12-13T11:00:00Z,2022-12-13T10:00:00Z,199,187,199
2022-12-13T12:00:00Z,2022-12-13T11:00:00Z,191,176,191
2022-12-13T13:00:00Z,2022-12-13T12:00:00Z,157,144,157
2022-12-13T14:00:00Z,2022-12-13T13:00:00Z,105,96,105
2022-12-13T15:00:00Z,2022-12-13T14:00:00Z,41,37,41
2022-12-13T16:00:00Z,2022-12-13T15:00:00Z,0,0,0
2022-12-13T17:00:00Z,2022-12-13T16:00:00Z,0,0,0
2022-12-13T18:00:00Z,2022-12-13T17:00:00Z,0,0,0
2022-12-13T19:00:00Z,2022-12-13T18:00:00Z,0,0,0
2022-12-13T20:00:00Z,2022-12-13T19:00:00Z,0,0,0
2022-12-13T21:00:00Z,2022-12-13T20:00:00Z,0,0,0
2022-12-13T22:00:00Z,2022-12-13T21:00:00Z,0,0,0
2022-12-13T23:00:00Z,2022-12-13T22:00:00Z,0,0,0
2022-12-14T00:00:00Z,2022-12-13T23:00:00Z,0,0,0
2022-12-14T01:00:00Z,2022-12-14T00:00:00Z,0,0,0
2022-12-14T02:00:00Z,2022-12-14T01:00:00Z,0,0,0
2022-12-14T03:00:00Z,2022-12-14T02:00:00Z,0,0,0
2022-12-14T04:00:00Z,2022-12-14T03:00:00Z,0,0,0
2022-12-14T05:00:00Z,2022-12-14T04:00:00Z,0,0,0
2022-12-14T06:00:00Z,2022-12-14T05:00:00Z,0,0,0
2022-12-14T07:00:00Z,2022-12-14T06:00:00Z,6,5,6
2022-12-14T08:00:00Z,2022-12-14T07:00:00Z,29,27,29
2022-12-14T09:00:00Z,2022-12-14T08:00:00Z,95,87,95
2022-12-14T10:00:00Z,2022-12-14T09:00:00Z,185,170,185
2022-12-14T11:00:00Z,2022-12-14T10:00:00Z,193,179,193
2022-12-14T12:00:00Z,2022-12-14T11:00:00Z,132,122,132
2022-12-14T13:00:00Z,2022-12-14T12:00:00Z,123,113,123
2022-12-14T14:00:00Z,2022-12-14T13:00:00Z,73,72,75
2022-12-14T15:00:00Z,2022-12-14T14:00:00Z,14,13,14
2022-12-14T16:00:00Z,2022-12-14T15:00:00Z,0,0,0
2022-12-14T17:00:00Z,2022-12-14T16:00:00Z,0,0,0
2022-12-14T18:00:00Z,2022-12-14T17:00:00Z,0,0,0
2022-12-14T19:00:00Z,2022-12-14T18:00:00Z,0,0,0
2022-12-14T20:00:00Z,2022-12-14T19:00:00Z,0,0,0
2022-12-14T21:00:00Z,2022-12-14T20:00:00Z,0,0,0
2022-12-14T22:00:00Z,2022-12-14T21:00:00Z,0,0,0
2022-12-14T23:00:00Z,2022-12-14T22:00:00Z,0,0,0
2022-12-15T00:00:00Z,2022-12-14T23:00:00Z,0,0,0
2022-12-15T01:00:00Z,2022-12-15T00:00:00Z,0,0,0
2022-12-15T02:00:00Z,2022-12-15T01:00:00Z,0,0,0
2022-12-15T03:00:00Z,2022-12-15T02:00:00Z,0,0,0
2022-12-15T04:00:00Z,2022-12-15T03:00:00Z,0,0,0
2022-12-15T05:00:00Z,2022-12-15T04:00:00Z,0,0,0
2022-12-15T06:00:00Z,2022-12-15T05:00:00Z,0,0,0
2022-12-15T07:00:00Z,2022-12-15T06:00:00Z,18,16,18
2022-12-15T08:00:00Z,2022-12-15T07:00:00Z,136,220,129
2022-12-15T09:00:00Z,2022-12-15T08:00:00Z,142,148,147
2022-12-15T10:00:00Z,2022-12-15T09:00:00Z,145,133,145
2022-12-15T11:00:00Z,2022-12-15T10:00:00Z,151,139,151
2022-12-15T12:00:00Z,2022-12-15T11:00:00Z,165,152,165
2022-12-15T13:00:00Z,2022-12-15T12:00:00Z,109,100,109
2022-12-15T14:00:00Z,2022-12-15T13:00:00Z,82,76,82
2022-12-15T15:00:00Z,2022-12-15T14:00:00Z,49,93,36
2022-12-15T16:00:00Z,2022-12-15T15:00:00Z,0,0,0
2022-12-15T17:00:00Z,2022-12-15T16:00:00Z,0,0,0
2022-12-15T18:00:00Z,2022-12-15T17:00:00Z,0,0,0
2022-12-15T19:00:00Z,2022-12-15T18:00:00Z,0,0,0
2022-12-15T20:00:00Z,2022-12-15T19:00:00Z,0,0,0
2022-12-15T21:00:00Z,2022-12-15T20:00:00Z,0,0,0
2022-12-15T22:00:00Z,2022-12-15T21:00:00Z,0,0,0
2022-12-15T23:00:00Z,2022-12-15T22:00:00Z,0,0,0
2022-12-16T00:00:00Z,2022-12-15T23:00:00Z,0,0,0
2022-12-16T01:00:00Z,2022-12-16T00:00:00Z,0,0,0
2022-12-16T02:00:00Z,2022-12-16T01:00:00Z,0,0,0
2022-12-16T03:00:00Z,2022-12-16T02:00:00Z,0,0,0
2022-12-16T04:00:00Z,2022-12-16T03:00:00Z,0,0,0
2022-12-16T05:00:00Z,2022-12-16T04:00:00Z,0,0,0
2022-12-16T06:00:00Z,2022-12-16T05:00:00Z,0,0,0
2022-12-16T07:00:00Z,2022-12-16T06:00:00Z,36,74,23
2022-12-16T08:00:00Z,2022-12-16T07:00:00Z,134,214,119
2022-12-16T09:00:00Z,2022-12-16T08:00:00Z,199,245,221
2022-12-16T10:00:00Z,2022-12-16T09:00:00Z,333,594,373
2022-12-16T11:00:00Z,2022-12-16T10:00:00Z,344,565,348
2022-12-16T12:00:00Z,2022-12-16T11:00:00Z,274,359,284
2022-12-16T13:00:00Z,2022-12-16T12:00:00Z,282,526,387
2022-12-16T14:00:00Z,2022-12-16T13:00:00Z,160,270,166
2022-12-16T15:00:00Z,2022-12-16T14:00:00Z,53,96,37
2022-12-16T16:00:00Z,2022-12-16T15:00:00Z,0,0,0
2022-12-16T17:00:00Z,2022-12-16T16:00:00Z,0,0,0
2022-12-16T18:00:00Z,2022-12-16T17:00:00Z,0,0,0
2022-12-16T19:00:00Z,2022-12-16T18:00:00Z,0,0,0
2022-12-16T20:00:00Z,2022-12-16T19:00:00Z,0,0,0
2022-12-16T21:00:00Z,2022-12-16T20:00:00Z,0,0,0
2022-12-16T22:00:00Z,2022-12-16T21:00:00Z,0,0,0
2022-12-16T23:00:00Z,2022-12-16T22:00:00Z,0,0,0
2022-12-17T00:00:00Z,2022-12-16T23:00:00Z,0,0,0
2022-12-17T01:00:00Z,2022-12-17T00:00:00Z,0,0,0
2022-12-17T02:00:00Z,2022-12-17T01:00:00Z,0,0,0
2022-12-17T03:00:00Z,2022-12-17T02:00:00Z,0,0,0
2022-12-17T04:00:00Z,2022-12-17T03:00:00Z,0,0,0
2022-12-17T05:00:00Z,2022-12-17T04:00:00Z,0,0,0
2022-12-17T06:00:00Z,2022-12-17T05:00:00Z,0,0,0
2022-12-17T07:00:00Z,2022-12-17T06:00:00Z,9,8,9
2022-12-17T08:00:00Z,2022-12-17T07:00:00Z,14,13,14
2022-12-17T09:00:00Z,2022-12-17T08:00:00Z,19,18,19
2022-12-17T10:00:00Z,2022-12-17T09:00:00Z,52,48,52
2022-12-17T11:00:00Z,2022-12-17T10:00:00Z,232,245,232
2022-12-17T12:00:00Z,2022-12-17T11:00:00Z,264,331,277
2022-12-17T13:00:00Z,2022-12-17T12:00:00Z,201,212,209
2022-12-17T14:00:00Z,2022-12-17T13:00:00Z,156,245,166
2022-12-17T15:00:00Z,2022-12-17T14:00:00Z,55,99,40
2022-12-17T16:00:00Z,2022-12-17T15:00:00Z,0,0,0
2022-12-17T17:00:00Z,2022-12-17T16:00:00Z,0,0,0
2022-12-17T18:00:00Z,2022-12-17T17:00:00Z,0,0,0
2022-12-17T19:00:00Z,2022-12-17T18:00:00Z,0,0,0
2022-12-17T20:00:00Z,2022-12-17T19:00:00Z,0,0,0
2022-12-17T21:00:00Z,2022-12-17T20:00:00Z,0,0,0
2022-12-17T22:00:00Z,2022-12-17T21:00:00Z,0,0,0
2022-12-17T23:00:00Z,2022-12-17T22:00:00Z,0,0,0
2022-12-18T00:00:00Z,2022-12-17T23:00:00Z,0,0,0
2022-12-18T01:00:00Z,2022-12-18T00:00:00Z,0,0,0
2022-12-18T02:00:00Z,2022-12-18T01:00:00Z,0,0,0
2022-12-18T03:00:00Z,2022-12-18T02:00:00Z,0,0,0
2022-12-18T04:00:00Z,2022-12-18T03:00:00Z,0,0,0
2022-12-18T05:00:00Z,2022-12-18T04:00:00Z,0,0,0
2022-12-18T06:00:00Z,2022-12-18T05:00:00Z,0,0,0
2022-12-18T07:00:00Z,2022-12-18T06:00:00Z,37,78,22
2022-12-18T08:00:00Z,2022-12-18T07:00:00Z,175,434,129
2022-12-18T09:00:00Z,2022-12-18T08:00:00Z,298,641,433
2022-12-18T10:00:00Z,2022-12-18T09:00:00Z,383,775,458
2022-12-18T11:00:00Z,2022-12-18T10:00:00Z,416,822,422
2022-12-18T12:00:00Z,2022-12-18T11:00:00Z,395,791,444
2022-12-18T13:00:00Z,2022-12-18T12:00:00Z,316,655,455
2022-12-18T14:00:00Z,2022-12-18T13:00:00Z,199,458,188
2022-12-18T15:00:00Z,2022-12-18T14:00:00Z,71,212,20
2022-12-18T16:00:00Z,2022-12-18T15:00:00Z,1,1,0
2022-12-18T17:00:00Z,2022-12-18T16:00:00Z,0,0,0
2022-12-18T18:00:00Z,2022-12-18T17:00:00Z,0,0,0
2022-12-18T19:00:00Z,2022-12-18T18:00:00Z,0,0,0
2022-12-18T20:00:00Z,2022-12-18T19:00:00Z,0,0,0
2022-12-18T21:00:00Z,2022-12-18T20:00:00Z,0,0,0
2022-12-18T22:00:00Z,2022-12-18T21:00:00Z,0,0,0
2022-12-18T23:00:00Z,2022-12-18T22:00:00Z,0,0,0
2022-12-19T00:00:00Z,2022-12-18T23:00:00Z,0,0,0
2022-12-19T01:00:00Z,2022-12-19T00:00:00Z,0,0,0
2022-12-19T02:00:00Z,2022-12-19T01:00:00Z,0,0,0
2022-12-19T03:00:00Z,2022-12-19T02:00:00Z,0,0,0
2022-12-19T04:00:00Z,2022-12-19T03:00:00Z,0,0,0
2022-12-19T05:00:00Z,2022-12-19T04:00:00Z,0,0,0
2022-12-19T06:00:00Z,2022-12-19T05:00:00Z,0,0,0
2022-12-19T07:00:00Z,2022-12-19T06:00:00Z,44,147,12
2022-12-19T08:00:00Z,2022-12-19T07:00:00Z,181,464,128
2022-12-19T09:00:00Z,2022-12-19T08:00:00Z,309,678,453
2022-12-19T10:00:00Z,2022-12-19T09:00:00Z,396,811,476
2022-12-19T11:00:00Z,2022-12-19T10:00:00Z,431,862,437
2022-12-19T12:00:00Z,2022-12-19T11:00:00Z,409,829,460
2022-12-19T13:00:00Z,2022-12-19T12:00:00Z,332,706,483
2022-12-19T14:00:00Z,2022-12-19T13:00:00Z,214,513,208
2022-12-19T15:00:00Z,2022-12-19T14:00:00Z,75,228,19
2022-12-19T16:00:00Z,2022-12-19T15:00:00Z,1,1,0
2022-12-19T17:00:00Z,2022-12-19T16:00:00Z,0,0,0
2022-12-19T18:00:00Z,2022-12-19T17:00:00Z,0,0,0
2022-12-19T19:00:00Z,2022-12-19T18:00:00Z,0,0,0
2022-12-19T20:00:00Z,2022-12-19T19:00:00Z,0,0,0
2022-12-19T21:00:00Z,2022-12-19T20:00:00Z,0,0,0
2022-12-19T22:00:00Z,2022-12-19T21:00:00Z,0,0,0
2022-12-19T23:00:00Z,2022-12-19T22:00:00Z,0,0,0
2022-12-20T00:00:00Z,2022-12-19T23:00:00Z,0,0,0
2022-12-20T01:00:00Z,2022-12-20T00:00:00Z,0,0,0
2022-12-20T02:00:00Z,2022-12-20T01:00:00Z,0,0,0
2022-12-20T03:00:00Z,2022-12-20T02:00:00Z,0,0,0
2022-12-20T04:00:00Z,2022-12-20T03:00:00Z,0,0,0
2022-12-20T05:00:00Z,2022-12-20T04:00:00Z,0,0,0
2022-12-20T06:00:00Z,2022-12-20T05:00:00Z,0,0,0
2022-12-20T07:00:00Z,2022-12-20T06:00:00Z,41,128,15
2022-12-20T08:00:00Z,2022-12-20T07:00:00Z,176,439,125
2022-12-20T09:00:00Z,2022-12-20T08:00:00Z,302,652,437
2022-12-20T10:00:00Z,2022-12-20T09:00:00Z,390,790,468
2022-12-20T11:00:00Z,2022-12-20T10:00:00Z,425,844,431
2022-12-20T12:00:00Z,2022-12-20T11:00:00Z,404,811,453
2022-12-20T13:00:00Z,2022-12-20T12:00:00Z,328,690,473
2022-12-20T14:00:00Z,2022-12-20T13:00:00Z,209,492,205
2022-12-20T15:00:00Z,2022-12-20T14:00:00Z,71,201,23
2022-12-20T16:00:00Z,2022-12-20T15:00:00Z,1,1,1
2022-12-20T17:00:00Z,2022-12-20T16:00:00Z,0,0,0
2022-12-20T18:00:00Z,2022-12-20T17:00:00Z,0,0,0
2022-12-20T19:00:00Z,2022-12-20T18:00:00Z,0,0,0
2022-12-20T20:00:00Z,2022-12-20T19:00:00Z,0,0,0
2022-12-20T21:00:00Z,2022-12-20T20:00:00Z,0,0,0
2022-12-20T22:00:00Z,2022-12-20T21:00:00Z,0,0,0
2022-12-20T23:00:00Z,2022-12-20T22:00:00Z,0,0,0
2022-12-21T00:00:00Z,2022-12-20T23:00:00Z,0,0,0
2022-12-21T01:00:00Z,2022-12-21T00:00:00Z,0,0,0
2022-12-21T02:00:00Z,2022-12-21T01:00:00Z,0,0,0
2022-12-21T03:00:00Z,2022-12-21T02:00:00Z,0,0,0
2022-12-21T04:00:00Z,2022-12-21T03:00:00Z,0,0,0
2022-12-21T05:00:00Z,2022-12-21T04:00:00Z,0,0,0
2022-12-21T06:00:00Z,2022-12-21T05:00:00Z,0,0,0
2022-12-21T07:00:00Z,2022-12-21T06:00:00Z,39,113,16
2022-12-21T08:00:00Z,2022-12-21T07:00:00Z,171,422,121
2022-12-21T09:00:00Z,2022-12-21T08:00:00Z,298,639,428
2022-12-21T10:00:00Z,2022-12-21T09:00:00Z,387,784,466
2022-12-21T11:00:00Z,2022-12-21T10:00:00Z,423,837,429
2022-12-21T12:00:00Z,2022-12-21T11:00:00Z,403,809,451
2022-12-21T13:00:00Z,2022-12-21T12:00:00Z,327,686,471
2022-12-21T14:00:00Z,2022-12-21T13:00:00Z,210,492,206
2022-12-21T15:00:00Z,2022-12-21T14:00:00Z,73,208,23
2022-12-21T16:00:00Z,2022-12-21T15:00:00Z,1,1,1
2022-12-21T17:00:00Z,2022-12-21T16:00:00Z,0,0,0
2022-12-21T18:00:00Z,2022-12-21T17:00:00Z,0,0,0
2022-12-21T19:00:00Z,2022-12-21T18:00:00Z,0,0,0
2022-12-21T20:00:00Z,2022-12-21T19:00:00Z,0,0,0
2022-12-21T21:00:00Z,2022-12-21T20:00:00Z,0,0,0
2022-12-21T22:00:00Z,2022-12-21T21:00:00Z,0,0,0
2022-12-21T23:00:00Z,2022-12-21T22:00:00Z,0,0,0
2022-12-22T00:00:00Z,2022-12-21T23:00:00Z,0,0,0
2022-12-22T01:00:00Z,2022-12-22T00:00:00Z,0,0,0
2022-12-22T02:00:00Z,2022-12-22T01:00:00Z,0,0,0
2022-12-22T03:00:00Z,2022-12-22T02:00:00Z,0,0,0
2022-12-22T04:00:00Z,2022-12-22T03:00:00Z,0,0,0
2022-12-22T05:00:00Z,2022-12-22T04:00:00Z,0,0,0
2022-12-22T06:00:00Z,2022-12-22T05:00:00Z,0,0,0
2022-12-22T07:00:00Z,2022-12-22T06:00:00Z,35,83,19
2022-12-22T08:00:00Z,2022-12-22T07:00:00Z,160,368,109
2022-12-22T09:00:00Z,2022-12-22T08:00:00Z,231,358,278
2022-12-22T10:00:00Z,2022-12-22T09:00:00Z,202,216,212
2022-12-22T11:00:00Z,2022-12-22T10:00:00Z,179,165,179
2022-12-22T12:00:00Z,2022-12-22T11:00:00Z,228,226,231
2022-12-22T13:00:00Z,2022-12-22T12:00:00Z,252,383,311
2022-12-22T14:00:00Z,2022-12-22T13:00:00Z,132,159,141
2022-12-22T15:00:00Z,2022-12-22T14:00:00Z,45,48,43
2022-12-22T16:00:00Z,2022-12-22T15:00:00Z,0,0,0
2022-12-22T17:00:00Z,2022-12-22T16:00:00Z,0,0,0
2022-12-22T18:00:00Z,2022-12-22T17:00:00Z,0,0,0
2022-12-22T19:00:00Z,2022-12-22T18:00:00Z,0,0,0
2022-12-22T20:00:00Z,2022-12-22T19:00:00Z,0,0,0
2022-12-22T21:00:00Z,2022-12-22T20:00:00Z,0,0,0
2022-12-22T22:00:00Z,2022-12-22T21:00:00Z,0,0,0
2022-12-22T23:00:00Z,2022-12-22T22:00:00Z,0,0,0
2022-12-23T00:00:00Z,2022-12-22T23:00:00Z,0,0,0
2022-12-23T01:00:00Z,2022-12-23T00:00:00Z,0,0,0
2022-12-23T02:00:00Z,2022-12-23T01:00:00Z,0,0,0
2022-12-23T03:00:00Z,2022-12-23T02:00:00Z,0,0,0
2022-12-23T04:00:00Z,2022-12-23T03:00:00Z,0,0,0
2022-12-23T05:00:00Z,2022-12-23T04:00:00Z,0,0,0
2022-12-23T06:00:00Z,2022-12-23T05:00:00Z,0,0,0
2022-12-23T07:00:00Z,2022-12-23T06:00:00Z,15,14,15
2022-12-23T08:00:00Z,2022-12-23T07:00:00Z,84,87,85
2022-12-23T09:00:00Z,2022-12-23T08:00:00Z,194,223,207
2022-12-23T10:00:00Z,2022-12-23T09:00:00Z,317,541,351
2022-12-23T11:00:00Z,2022-12-23T10:00:00Z,405,787,412
2022-12-23T12:00:00Z,2022-12-23T11:00:00Z,397,795,443
2022-12-23T13:00:00Z,2022-12-23T12:00:00Z,322,670,461
2022-12-23T14:00:00Z,2022-12-23T13:00:00Z,189,390,188
2022-12-23T15:00:00Z,2022-12-23T14:00:00Z,75,222,21
2022-12-23T16:00:00Z,2022-12-23T15:00:00Z,1,2,1
2022-12-23T17:00:00Z,2022-12-23T16:00:00Z,0,0,0
2022-12-23T18:00:00Z,2022-12-23T17:00:00Z,0,0,0
2022-12-23T19:00:00Z,2022-12-23T18:00:00Z,0,0,0
2022-12-23T20:00:00Z,2022-12-23T19:00:00Z,0,0,0
2022-12-23T21:00:00Z,2022-12-23T20:00:00Z,0,0,0
2022-12-23T22:00:00Z,2022-12-23T21:00:00Z,0,0,0
2022-12-23T23:00:00Z,2022-12-23T22:00:00Z,0,0,0
2022-12-24T00:00:00Z,2022-12-23T23:00:00Z,0,0,0
2022-12-24T01:00:00Z,2022-12-24T00:00:00Z,0,0,0
2022-12-24T02:00:00Z,2022-12-24T01:00:00Z,0,0,0
2022-12-24T03:00:00Z,2022-12-24T02:00:00Z,0,0,0
2022-12-24T04:00:00Z,2022-12-24T03:00:00Z,0,0,0
2022-12-24T05:00:00Z,2022-12-24T04:00:00Z,0,0,0
2022-12-24T06:00:00Z,2022-12-24T05:00:00Z,0,0,0
2022-12-24T07:00:00Z,2022-12-24T06:00:00Z,33,100,12
2022-12-24T08:00:00Z,2022-12-24T07:00:00Z,131,232,100
2022-12-24T09:00:00Z,2022-12-24T08:00:00Z,205,270,236
2022-12-24T10:00:00Z,2022-12-24T09:00:00Z,334,614,391
2022-12-24T11:00:00Z,2022-12-24T10:00:00Z,259,322,262
2022-12-24T12:00:00Z,2022-12-24T11:00:00Z,172,158,172
2022-12-24T13:00:00Z,2022-12-24T12:00:00Z,150,138,150
2022-12-24T14:00:00Z,2022-12-24T13:00:00Z,150,215,142
2022-12-24T15:00:00Z,2022-12-24T14:00:00Z,69,178,30
2022-12-24T16:00:00Z,2022-12-24T15:00:00Z,1,1,1
2022-12-24T17:00:00Z,2022-12-24T16:00:00Z,0,0,0
2022-12-24T18:00:00Z,2022-12-24T17:00:00Z,0,0,0
2022-12-24T19:00:00Z,2022-12-24T18:00:00Z,0,0,0
2022-12-24T20:00:00Z,2022-12-24T19:00:00Z,0,0,0
2022-12-24T21:00:00Z,2022-12-24T20:00:00Z,0,0,0
2022-12-24T22:00:00Z,2022-12-24T21:00:00Z,0,0,0
2022-12-24T23:00:00Z,2022-12-24T22:00:00Z,0,0,0
2022-12-25T00:00:00Z,2022-12-24T23:00:00Z,0,0,0
2022-12-25T01:00:00Z,2022-12-25T00:00:00Z,0,0,0
2022-12-25T02:00:00Z,2022-12-25T01:00:00Z,0,0,0
2022-12-25T03:00:00Z,2022-12-25T02:00:00Z,0,0,0
2022-12-25T04:00:00Z,2022-12-25T03:00:00Z,0,0,0
